,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
34,xPK7cw1KaNyZczS9nBkCqA,starbucks-brooklyn-50,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/fxWD0vQOmBVdMWEbGNV42Q/o.jpg,False,https://www.yelp.com/biz/starbucks-brooklyn-50?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,23,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.68935078, 'longitude': -73.980887}",['delivery'],$$,"{'address1': '395 Flatbush Avenue Extension', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['395 Flatbush Avenue Extension', 'Brooklyn, NY 11201']}",+17188588070,(718) 858-8070,2116.585501047571
35,ho_CugEAQlW19dYoQvKPDg,starbucks-new-york-588,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/eqb1pa4iXQhPSFZbT5RKiw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-588?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.0,"{'latitude': 40.7205206260945, 'longitude': -74.0104043160567}",[],,"{'address1': '235 Greenwich St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['235 Greenwich St', 'New York, NY 10001']}",,,2157.326829514238
36,fUB19ML4mZsMFDMpvz9rIg,starbucks-new-york-147,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/BKnBnUo2BxLhKzIPdV3ylw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-147?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.0,"{'latitude': 40.72098559, 'longitude': -74.01044872}",[],,"{'address1': '388 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['388 Greenwich St', 'New York, NY 10013']}",+12128163198,(212) 816-3198,2200.053802004836
37,ED7A7vDdg8yLNKJTSVHHmg,arabica-brooklyn,% Arabica,https://s3-media4.fl.yelpcdn.com/bphoto/_rgLT3xVWG2jni0b6CVY2w/o.jpg,False,https://www.yelp.com/biz/arabica-brooklyn?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,255,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.702601240302045, 'longitude': -73.99415047815798}",[],$$,"{'address1': '20 Old Fulton St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['20 Old Fulton St', 'Brooklyn, NY 11201']}",+17188652551,(718) 865-2551,316.42506343208225
38,KWC_KYP336tSFhAihd8plg,bluestone-lane-dumbo-café-brooklyn,Bluestone Lane DUMBO Café,https://s3-media1.fl.yelpcdn.com/bphoto/AjXvAC5Y5Blhi2a5XxpmIg/o.jpg,False,https://www.yelp.com/biz/bluestone-lane-dumbo-caf%C3%A9-brooklyn?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,265,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.70077577888819, 'longitude': -73.98836356287899}","['pickup', 'delivery']",$$,"{'address1': '55 Prospect St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['55 Prospect St', 'Brooklyn, NY 11201']}",+17183746858,(718) 374-6858,720.6910385584724
39,wWhZvkaFrntlSf1CWvD1Zw,cafe-patoro-new-york,Cafe Patoro,https://s3-media3.fl.yelpcdn.com/bphoto/v1JkdLwcAx7sgRg4HJxCqw/o.jpg,False,https://www.yelp.com/biz/cafe-patoro-new-york?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,227,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.7072720974983, 'longitude': -74.0023160353303}","['pickup', 'delivery']",$,"{'address1': '223 Front St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['223 Front St', 'New York, NY 10038']}",+19172620031,(917) 262-0031,706.1266596183273
40,-2UtjTxrt1Xzd-HPsLJ7mA,butler-brooklyn-2,Butler,https://s3-media3.fl.yelpcdn.com/bphoto/bdMNkvxL7UpST2PuDCjvXw/o.jpg,False,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,200,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 40.7032670673495, 'longitude': -73.9922419276899}","['pickup', 'delivery']",$$,"{'address1': '40 Water St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['40 Water St', 'Brooklyn, NY 11201']}",,,299.48141504845114
41,iasVVMV9BGZy8LLNPpNVfA,joe-coffee-company-brooklyn-2,Joe Coffee Company,https://s3-media4.fl.yelpcdn.com/bphoto/UXtU0A5f7uKojuE4Qxo7Cw/o.jpg,False,https://www.yelp.com/biz/joe-coffee-company-brooklyn-2?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,71,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.6986734, 'longitude': -73.9943579}","['pickup', 'delivery']",$,"{'address1': '102 Hicks St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['102 Hicks St', 'Brooklyn, NY 11201']}",+13474220304,(347) 422-0304,752.9714027220938
42,nKD_pfGjO8_KGgprnzNnEQ,devoción-brooklyn-14,Devoción,https://s3-media2.fl.yelpcdn.com/bphoto/0f502VLom9JSLWoaZocWkg/o.jpg,False,https://www.yelp.com/biz/devoci%C3%B3n-brooklyn-14?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,29,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'cafes', 'title': 'Cafes'}]",3.5,"{'latitude': 40.701550772172354, 'longitude': -73.98670749425311}",[],,"{'address1': '105 York St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['105 York St', 'Brooklyn, NY 11201']}",+17182856180,(718) 285-6180,772.258999581213
43,56xmEk-5aTHwBiPyQTzMKA,dreamers-coffee-house-new-york,Dreamers Coffee House,https://s3-media1.fl.yelpcdn.com/bphoto/ZWgP8ESQiLcwGy9g-BuUtw/o.jpg,False,https://www.yelp.com/biz/dreamers-coffee-house-new-york?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,74,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",4.5,"{'latitude': 40.712736, 'longitude': -73.995257}","['pickup', 'delivery']",,"{'address1': '54W Henry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['54W Henry St', 'New York, NY 10002']}",+12029052088,(202) 905-2088,808.9978527280191
44,3BGG2nlFs_TOkRCC2j3m5Q,tous-les-jours-new-york-3,Tous Les Jours,https://s3-media2.fl.yelpcdn.com/bphoto/g0LqgWMzJO0wLSO3TY63Yg/o.jpg,False,https://www.yelp.com/biz/tous-les-jours-new-york-3?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,104,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.5,"{'latitude': 40.71389, 'longitude': -73.99706}",['delivery'],$,"{'address1': '7 Division St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['7 Division St', 'New York, NY 10002']}",+12129666777,(212) 966-6777,970.8914039184493
45,vijwGDNrPBJHEG7_DsjZNw,usagi-ny-dumbo-7,Usagi NY,https://s3-media3.fl.yelpcdn.com/bphoto/Oxlhp59j1x4OnOtvfDc38w/o.jpg,False,https://www.yelp.com/biz/usagi-ny-dumbo-7?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,86,"[{'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'homedecor', 'title': 'Home Decor'}]",4.0,"{'latitude': 40.70383, 'longitude': -73.98691}","['pickup', 'delivery']",$$,"{'address1': '163 Plymouth St', 'address2': '', 'address3': '', 'city': 'Dumbo', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['163 Plymouth St', 'Dumbo, NY 11201']}",+17188018037,(718) 801-8037,639.2829971761212
46,vf8nbODtQAG57Ueq3LSkvg,dunkin-new-york-142,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/blzdYqCb5NVfe6oyQbQwUQ/o.jpg,False,https://www.yelp.com/biz/dunkin-new-york-142?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,18,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'latitude': 40.712839123693826, 'longitude': -73.98981140207547}",['delivery'],$,"{'address1': '201 Madison St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['201 Madison St', 'New York, NY 10002']}",+12125665071,(212) 566-5071,904.8349971718594
47,g8Ro1SIV4nc0TXAyQJP7qw,the-archway-bar-and-grill-brooklyn,The Archway Bar & Grill ,https://s3-media2.fl.yelpcdn.com/bphoto/pGv7i7O_Jmc8YvrUkoG1Yg/o.jpg,False,https://www.yelp.com/biz/the-archway-bar-and-grill-brooklyn?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,233,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,"{'latitude': 40.7029805535101, 'longitude': -73.9874666761856}","['pickup', 'delivery']",$$,"{'address1': '57 Pearl St', 'address2': 'Ste B', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['57 Pearl St', 'Ste B', 'Brooklyn, NY 11201']}",+17185223455,(718) 522-3455,637.3561148541081
48,qcbn2BYjOqE11KSCpJCDPw,cha-cha-matcha-brooklyn,Cha Cha Matcha,https://s3-media3.fl.yelpcdn.com/bphoto/boR0F7UE9d-h2z7sppzQNg/o.jpg,False,https://www.yelp.com/biz/cha-cha-matcha-brooklyn?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,20,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.7034302777916, 'longitude': -73.99160719999999}",[],,"{'address1': '55 Water St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['55 Water St', 'Brooklyn, NY 11201']}",,,318.50592632366255
49,3OT1deSiIYhrcXWJ1sD3wA,shui-mei-cafe-new-york,Shui Mei Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/_jFVSwj8XokBdESM6JLY9A/o.jpg,False,https://www.yelp.com/biz/shui-mei-cafe-new-york?adjust_creative=0wbs0iSeYd0wJkiEuTz28g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0wbs0iSeYd0wJkiEuTz28g,52,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 40.7135318, 'longitude': -73.9948386}",['delivery'],$,"{'address1': '67 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['67 E Broadway', 'New York, NY 10002']}",+12127912819,(212) 791-2819,900.3994713301811
